npc,Char_2456,Guedon,Carmaque,1169,,true,Eng,true,6.00,8.00,lang_C2,90,0,3.00,2.00,false,false,,,,,,0,false,false,EDV07,,
npc,Char_2458,Charles,Carmarthen,1176,,true,Eng,true,4.00,3.00,lang_C2,90,0,8.00,5.33,false,false,,,,,,0,false,false,EYS02,,
npc,Char_2460,John,Carmarthen,1172,,true,Eng,true,5.00,4.00,lang_C2,90,0,2.00,4.00,false,false,,,,,,0,false,false,EGL01,,
npc,Char_2462,Pedro,Carmarthen,1175,,true,Eng,true,5.00,4.00,lang_C2,90,0,6.00,4.66,false,false,,,,,,0,false,false,ESX02,,
npc,Char_2463,Robert,Carmarthen,1165,,true,Eng,true,6.00,1.00,lang_C2,90,0,6.00,5.66,false,false,,,,,,0,false,false,ESX06,,
npc,Char_2464,Sean,Carmarthen,1171,,true,Eng,true,6.00,5.00,lang_C2,90,0,3.00,4.66,false,false,,,,,,0,false,false,EEX04,,
npc,Char_2473,Alain,Casteljaloux,1171,,true,Eng,true,8.00,1.00,lang_C2,90,0,3.00,4.66,false,false,,,,,,0,false,false,EDT01,,
npc,Char_2474,Bodo,Casteljaloux,1159,,true,Eng,true,5.00,1.00,lang_C2,90,0,3.00,6.33,false,false,,,,,,0,false,false,EYS13,,
npc,Char_2475,Carlos,Casteljaloux,1173,,true,Eng,true,6.00,7.00,lang_C2,90,0,2.00,5.66,false,false,,,,,,0,false,false,EDT01,,
npc,Char_2476,Humphrey,Casteljaloux,1159,,true,Eng,true,5.00,6.00,lang_C2,90,0,4.00,3.33,false,false,,,,,,0,false,false,ECH03,,
npc,Char_2477,Pedro,Casteljaloux,1167,,true,Eng,true,7.00,2.00,lang_C2,90,0,2.00,3.00,false,false,,,,,,0,false,false,EAR05,,
npc,Char_2478,Robert,Casteljaloux,1169,,true,Eng,true,8.00,1.00,lang_C2,90,0,1.00,3.00,false,false,,,,,,0,false,false,EAR04,,
npc,Char_2479,Sean,Casteljaloux,1171,,true,Eng,true,8.00,6.00,lang_C2,90,0,7.00,4.33,false,false,,,,,,0,false,false,ESU04,,
npc,Char_2480,Thomas,Casteljaloux,1164,,true,Eng,true,7.00,3.00,lang_C2,90,0,1.00,5.00,false,false,,,,,,0,false,false,ENW09,,
npc,Char_2481,Beraud,Castellane,1174,,true,Eng,true,4.00,4.00,lang_C2,90,0,5.00,3.00,false,false,,,,,,0,false,false,ESR04,,
npc,Char_2482,Bodo,Castellane,1159,,true,Eng,true,7.00,5.00,lang_C2,90,0,1.00,5.33,false,false,,,,,,0,false,false,EYS06,,
npc,Char_2483,Charles,Castellane,1175,,true,Eng,true,7.00,4.00,lang_C2,90,0,3.00,2.00,false,false,,,,,,0,false,false,ESU06,,
npc,Char_2484,Edward,Castellane,1164,,true,Eng,true,7.00,8.00,lang_C2,90,0,1.00,4.66,false,false,,,,,,0,false,false,ESU06,,
npc,Char_2485,Guy,Castellane,1167,,true,Eng,true,5.00,3.00,lang_C2,90,0,3.00,4.00,false,false,,,,,,0,false,false,EYS18,,
npc,Char_2486,Henry,Castellane,1176,,true,Eng,true,8.00,5.00,lang_C2,90,0,3.00,4.00,false,false,,,,,,0,false,false,EEX05,,
npc,Char_2487,Jean,Castellane,1169,,true,Eng,true,4.00,4.00,lang_C2,90,0,1.00,2.66,false,false,,,,,,0,false,false,EEX01,,
npc,Char_2489,Bodo,di Castellazzo,1171,,true,Eng,true,5.00,3.00,lang_C2,90,0,1.00,3.00,false,false,,,,,,0,false,false,ELA08,,
npc,Char_2494,Sean,Castellazzo,1160,,true,Eng,true,7.00,1.00,lang_C2,90,0,8.00,7.66,false,false,,,,,,0,false,false,ELA04,,
npc,Char_2495,Tristan,Castellazzo,1175,,true,Eng,true,8.00,6.00,lang_C2,90,0,2.00,3.33,false,false,,,,,,0,false,false,ECG02,,
npc,Char_2496,William,Castellazzo,1165,,true,Eng,true,8.00,1.00,lang_C2,90,0,7.00,5.33,false,false,,,,,,0,false,false,ESX01,,
npc,Char_2497,Alain,Castelnaudary,1160,,true,Eng,true,5.00,1.00,lang_C2,90,0,1.00,4.66,false,false,,,,,,0,false,false,EDU05,,
npc,Char_2498,Bodo,Castelnaudary,1172,,true,Eng,true,7.00,1.00,lang_C2,90,0,4.00,4.00,false,false,,,,,,0,false,false,EYS08,,
npc,Char_2499,Charles,Castelnaudary,1173,,true,Eng,true,8.00,7.00,lang_C2,90,0,7.00,6.66,false,false,,,,,,0,false,false,ESX02,,
npc,Char_2500,Edmund,Castelnaudary,1170,,true,Eng,true,5.00,3.00,lang_C2,90,0,5.00,2.00,false,false,,,,,,0,false,false,EHM02,,
npc,Char_2503,Robert,Castelnaudary,1159,,true,Eng,true,8.00,4.00,lang_C2,90,0,1.00,3.00,false,false,,,,,,0,false,false,EDU04,,
npc,Char_2508,John,Castle Rising,1178,,true,Eng,true,5.00,6.00,lang_F1,90,0,1.00,5.33,false,false,,,,,,0,false,false,EHM02,,
npc,Char_2511,Sean,Castle Rising,1162,,true,Eng,true,8.00,3.00,lang_C2,90,0,5.00,2.00,false,false,,,,,,0,false,false,EHM04,,
npc,Char_2531,Pablo,Catalonia,1173,,true,Eng,true,7.00,5.00,lang_C2,90,0,7.00,4.66,false,false,,,,,,0,false,false,ENU02,,
npc,Char_2532,Guy,Catalonia,1175,,true,Eng,true,5.00,7.00,lang_F2,90,0,4.00,2.00,false,false,,,,,,0,false,false,EDV06,,
npc,Char_2533,Hal,Catalonia,1178,,true,Eng,true,6.00,7.00,lang_C2,90,0,2.00,5.00,false,false,,,,,,0,false,false,ENF03,,
npc,Char_2552,Mortimer,Catalonia,1167,,true,Eng,true,8.00,2.00,lang_C2,90,0,6.00,5.66,false,false,,,,,,0,false,false,EDU04,,
npc,Char_2559,Roger,Yonne,1169,,true,Eng,true,4.00,4.00,lang_C2,90,0,3.00,5.33,false,false,,,,,,0,false,false,EWK04,,
npc,Char_2561,Guasbert,Catalonia,1175,,true,Eng,true,7.00,7.00,lang_C2,90,0,8.00,4.33,false,false,,,,,,0,false,false,EDR04,,
npc,Char_2563,Tilt,Yonne,1164,,true,Eng,true,8.00,1.00,lang_C2,90,0,4.00,4.00,false,false,,,,,,0,false,false,EDT01,,
npc,Char_2564,Tip,Yonne,1159,,true,Eng,true,4.00,3.00,lang_C2,90,0,4.00,4.00,false,false,,,,,,0,false,false,ESM06,,
npc,Char_2565,Toto,Yonne,1174,,true,Eng,true,8.00,8.00,lang_C2,90,0,5.00,3.00,false,false,,,,,,0,false,false,EYS09,,
npc,Char_2566,Tristan,Yonne,1159,,true,Eng,true,4.00,6.00,lang_C2,90,0,2.00,3.66,false,false,,,,,,0,false,false,EBK02,,
npc,Char_2567,Will,Yonne,1161,,true,Eng,true,6.00,4.00,lang_C2,90,0,8.00,2.00,false,false,,,,,,0,false,false,EEX05,,
npc,Char_2568,William,Yonne,1174,,true,Eng,true,4.00,1.00,lang_C6,90,0,5.00,3.33,false,false,,,,,,0,false,false,EMN01,,
npc,Char_2569,Arnaud,Caux,1178,,true,Eng,true,5.00,8.00,lang_C2,90,0,5.00,2.00,false,false,,,,,,0,false,false,ENW09,,
npc,Char_2570,Bernard,Caux,1173,,true,Eng,true,8.00,6.00,lang_C2,90,0,8.00,5.00,false,false,,,,,,0,false,false,EWK05,,
npc,Char_2571,Guy,Caux,1170,,true,Eng,true,5.00,6.00,lang_C2,90,0,3.00,3.66,false,false,,,,,,0,false,false,EWK04,,
npc,Char_2572,Jean,Caux,1164,,true,Eng,true,7.00,8.00,lang_C2,90,0,7.00,3.33,false,false,,,,,,0,false,false,ENH03,,
npc,Char_2573,Louis,Caux,1168,,true,Eng,true,8.00,2.00,lang_C2,90,0,4.00,5.66,false,false,,,,,,0,false,false,EWK01,,
npc,Char_2576,William,Caux,1162,,true,Eng,true,5.00,8.00,lang_C2,90,0,6.00,3.66,false,false,,,,,,0,false,false,EDU05,,
npc,Char_2577,Alain,Chablais,1166,,true,Eng,true,5.00,1.00,lang_C2,90,0,4.00,5.00,false,false,,,,,,0,false,false,EDU04,,
npc,Char_2580,Jean,Chablais,1170,,true,Eng,true,7.00,8.00,lang_C2,90,0,1.00,2.00,false,false,,,,,,0,false,false,ELA02,,
npc,Char_2586,Humphrey,Nyons,1168,,true,Eng,true,8.00,5.00,lang_C2,90,0,4.00,3.66,false,false,,,,,,0,false,false,EPM02,,
npc,Char_2592,Daniel,Nyons,1169,,true,Eng,true,7.00,2.00,lang_C2,90,0,3.00,3.00,false,false,,,,,,0,false,false,EST02,,
npc,Char_2593,Arnaud,Nyons,1163,,true,Eng,true,5.00,5.00,lang_C2,90,0,7.00,5.33,false,false,,,,,,0,false,false,ECU05,,
npc,Char_2597,Louis,Nyons,1167,,true,Eng,true,8.00,4.00,lang_C2,90,0,8.00,5.00,false,false,,,,,,0,false,false,EYS18,,
npc,Char_2598,Pedro,Nyons,1165,,true,Eng,true,5.00,5.00,lang_C2,90,0,1.00,6.33,false,false,,,,,,0,false,false,ENW02,,
npc,Char_2599,Robert,Nyons,1167,,true,Eng,true,5.00,1.00,lang_C2,90,0,3.00,5.66,false,false,,,,,,0,false,false,ECH03,,
npc,Char_2601,Bernard,Chaluz,1164,,true,Eng,true,7.00,5.00,lang_C2,90,0,8.00,4.00,false,false,,,,,,0,false,false,ENF03,,
npc,Char_2605,Louis,Chaluz,1177,,true,Eng,true,6.00,6.00,lang_I2,90,0,8.00,6.33,false,false,,,,,,0,false,false,ESW01,,
npc,Char_2610,Irad,Chambery,1173,,true,Eng,true,4.00,1.00,lang_C2,90,0,7.00,3.33,false,false,,,,,,0,false,false,EYS04,,
npc,Char_2612,Karl,Chambery,1163,,true,Eng,true,6.00,7.00,lang_C2,90,0,2.00,4.00,false,false,,,,,,0,false,false,EAR04,,
npc,Char_2613,Louis,Chambery,1177,,true,Eng,true,6.00,3.00,lang_C2,90,0,3.00,2.66,false,false,,,,,,0,false,false,ESW06,,
npc,Char_2614,Mortimer,Chambery,1163,,true,Eng,true,7.00,1.00,lang_C2,90,0,5.00,4.33,false,false,,,,,,0,false,false,EYS14,,
npc,Char_2615,Robert,Chambery,1170,,true,Eng,true,8.00,7.00,lang_C2,90,0,4.00,3.33,false,false,,,,,,0,false,false,EYS11,,
npc,Char_2616,Tristan,Chambery,1161,,true,Eng,true,7.00,7.00,lang_C2,90,0,5.00,4.00,false,false,,,,,,0,false,false,EYS01,,
npc,Char_2617,Alain,Chambord,1173,,true,Eng,true,7.00,6.00,lang_C2,90,0,7.00,6.00,false,false,,,,,,0,false,false,EOX03,,
npc,Char_2625,Bernard,Champagnole,1178,,true,Eng,true,7.00,1.00,lang_F3,90,0,2.00,2.66,false,false,,,,,,0,false,false,ECU02,,
npc,Char_2638,Pedro,Champlitte,1175,,true,Eng,true,5.00,1.00,lang_C2,90,0,3.00,5.33,false,false,,,,,,0,false,false,EST01,,
npc,Char_2639,Sean,Champlitte,1161,,true,Eng,true,7.00,1.00,lang_C2,90,0,2.00,1.00,false,false,,,,,,0,false,false,ELC02,,
npc,Char_2640,Thomas,Champlitte,1176,,true,Eng,true,8.00,8.00,lang_C2,90,0,5.00,4.00,false,false,,,,,,0,false,false,ELC05,,
npc,Char_2641,Arnaud,Voiron,1176,,true,Eng,true,6.00,7.00,lang_C2,90,0,1.00,3.66,false,false,,,,,,0,false,false,ESU01,,
npc,Char_2642,Bernard,Voiron,1173,,true,Eng,true,8.00,2.00,lang_C2,90,0,6.00,3.66,false,false,,,,,,0,false,false,ELA01,,
npc,Char_2643,Bodo,Voiron,1163,,true,Eng,true,6.00,7.00,lang_C2,90,0,5.00,3.66,false,false,,,,,,0,false,false,EYS01,,
npc,Char_2647,Louis,Voiron,1178,,true,Eng,true,4.00,4.00,lang_F1,90,0,8.00,4.00,false,false,,,,,,0,false,false,ECU07,,
npc,Char_2649,Arnaud,Chantilly,1177,,true,Eng,true,5.00,6.00,lang_D1,90,0,2.00,4.00,false,false,,,,,,0,false,false,EOX01,,
npc,Char_2652,Odo,Chantilly,1167,,true,Eng,true,4.00,5.00,lang_C2,90,0,8.00,4.66,false,false,,,,,,0,false,false,ENW05,,
npc,Char_2653,Sean,Chantilly,1161,,true,Eng,true,6.00,2.00,lang_C2,90,0,1.00,3.00,false,false,,,,,,0,false,false,ECH01,,
npc,Char_2661,Odo,Chantonnay,1177,,true,Eng,true,4.00,1.00,lang_C2,90,0,1.00,2.66,false,false,,,,,,0,false,false,EGL02,,
npc,Char_2662,Philippe,Chantonnay,1173,,true,Eng,true,8.00,1.00,lang_C2,90,0,2.00,5.33,false,false,,,,,,0,false,false,EBK01,,
npc,Char_2663,Robert,Chantonnay,1170,,true,Eng,true,5.00,7.00,lang_C2,90,0,1.00,2.33,false,false,,,,,,0,false,false,ELC02,,
npc,Char_2666,Edward,Charleroi,1177,,true,Eng,true,5.00,2.00,lang_F1,90,0,5.00,4.33,false,false,,,,,,0,false,false,EOX04,,
npc,Char_2674,Guillaume,de Charlieu,1160,,true,Eng,true,5.00,1.00,lang_C2,90,0,4.00,2.66,false,false,,,,,,0,false,false,ELC01,,
npc,Char_2675,Humphrey,Charlieu,1174,,true,Eng,true,6.00,1.00,lang_F2,90,0,3.00,4.00,false,false,,,,,,0,false,false,EGL01,,
npc,Char_2676,Jean,Charlieu,1177,,true,Eng,true,7.00,2.00,lang_F1,90,0,6.00,4.33,false,false,,,,,,0,false,false,EGL05,,
npc,Char_2686,Robert,Chartres,1177,,true,Eng,true,5.00,1.00,lang_F1,90,0,2.00,5.66,false,false,,,,,,0,false,false,ECG05,,
npc,Char_2688,The Begger,Chartres,1178,,true,Eng,true,4.00,1.00,lang_F1,90,0,6.00,1.66,false,false,,,,,,0,false,false,ESW08,,
npc,Char_2690,Bodo,Chateaubriand,1163,,true,Eng,true,7.00,6.00,lang_C2,90,0,6.00,3.33,false,false,,,,,,0,false,false,EBK04,,
npc,Char_2707,Guy,Chateauroux,1173,,true,Eng,true,8.00,4.00,lang_C2,90,0,5.00,5.33,false,false,,,,,,0,false,false,ENF01,,
npc,Char_2708,Hugh,Chateauroux,1172,,true,Eng,true,6.00,3.00,lang_C2,90,0,8.00,3.00,false,false,,,,,,0,false,false,ELC01,,
npc,Char_2709,Humphrey,Chateauroux,1170,,true,Eng,true,5.00,4.00,lang_C2,90,0,4.00,6.00,false,false,,,,,,0,false,false,ESX01,,
npc,Char_2710,John,Chateauroux,1169,,true,Eng,true,7.00,4.00,lang_C2,90,0,7.00,5.00,false,false,,,,,,0,false,false,EST01,,
npc,Char_2713,Bernard,Chateau-Renault,1177,,true,Eng,true,8.00,7.00,lang_F3,90,0,4.00,6.00,false,false,,,,,,0,false,false,EDT03,,
npc,Char_2721,Henry,Chateau-Thiery,1178,,true,Eng,true,6.00,7.00,lang_C2,90,0,3.00,3.66,false,false,,,,,,0,false,false,EDU03,,
npc,Char_2725,Louis,Chateau-Thiery,1178,,true,Eng,true,6.00,8.00,lang_F4,90,0,6.00,1.33,false,false,,,,,,0,false,false,ELC01,,
npc,Char_2727,Pedro,Chateau-Thiery,1160,,true,Eng,true,5.00,1.00,lang_C2,90,0,7.00,3.66,false,false,,,,,,0,false,false,EDU03,,
npc,Char_2731,Hue,de Chatel-Guyon,1169,,true,Eng,true,5.00,5.00,lang_C2,90,0,4.00,4.00,false,false,,,,,,0,false,false,EYS19,,
npc,Char_2732,Jack,Chatel-Guyon,1170,,true,Eng,true,7.00,1.00,lang_C2,90,0,8.00,3.00,false,false,,,,,,0,false,false,ESW02,,
npc,Char_2733,Mortimer,Chatel-Guyon,1159,,true,Eng,true,7.00,6.00,lang_C2,90,0,8.00,4.66,false,false,,,,,,0,false,false,EDR04,,
npc,Char_2734,Pedro,Chatel-Guyon,1168,,true,Eng,true,5.00,4.00,lang_C2,90,0,4.00,5.00,false,false,,,,,,0,false,false,EYS16,,
npc,Char_2735,Sean,Chatel-Guyon,1168,,true,Eng,true,6.00,8.00,lang_C2,90,0,3.00,6.00,false,false,,,,,,0,false,false,EYS03,,
npc,Char_2736,Guasbert,Chatel-Guyon,1168,,true,Eng,true,7.00,5.00,lang_C2,90,0,8.00,4.00,false,false,,,,,,0,false,false,ECH01,,
npc,Char_2750,Henry,Chatillon-sur-Marne,1177,,true,Eng,true,5.00,7.00,lang_F3,90,0,2.00,5.33,false,false,,,,,,0,false,false,EYS16,,
npc,Char_2755,Charles,Chaumont,1162,,true,Eng,true,8.00,7.00,lang_C2,90,0,2.00,4.33,false,false,,,,,,0,false,false,ELC02,,
npc,Char_2756,Guillaume,Chaumont,1169,,true,Eng,true,5.00,1.00,lang_C2,90,0,8.00,5.33,false,false,,,,,,0,false,false,EYS14,,
npc,Char_2757,John,Chaumont,1165,,true,Eng,true,4.00,8.00,lang_C2,90,0,2.00,6.33,false,false,,,,,,0,false,false,ELA06,,
npc,Char_2758,Louis,Chaumont,1166,,true,Eng,true,5.00,3.00,lang_C2,90,0,9.00,5.33,false,false,,,,,,0,false,false,ENW04,,
npc,Char_2777,Bernard,Cheltenham,1176,,true,Eng,true,6.00,1.00,lang_C2,90,0,6.00,4.33,false,false,,,,,,0,false,false,ECH01,,
npc,Char_2778,Hue,Cheltenham,1161,,true,Eng,true,6.00,1.00,lang_C2,90,0,3.00,1.00,false,false,,,,,,0,false,false,EYS05,,
npc,Char_2780,Karl,Cheltenham,1167,,true,Eng,true,7.00,8.00,lang_C2,90,0,1.00,5.33,false,false,,,,,,0,false,false,EYS12,,
npc,Char_2781,Pablo,Cheltenham,1178,,true,Eng,true,7.00,7.00,lang_C2,90,0,1.00,2.00,false,false,,,,,,0,false,false,EDV08,,
npc,Char_2782,Odo,Cheltenham,1169,,true,Eng,true,4.00,8.00,lang_C2,90,0,4.00,4.66,false,false,,,,,,0,false,false,ESY05,,
npc,Char_2785,Bodo,de Chester,1177,,true,Eng,true,7.00,7.00,lang_C2,90,0,7.00,3.66,false,false,,,,,,0,false,false,EHM02,,
npc,Char_2786,Carlos,of Chester,1170,,true,Eng,true,6.00,6.00,lang_F2,90,0,1.00,5.66,false,false,,,,,,0,false,false,EWK02,,
npc,Char_2790,Mortimer,Chester,1168,,true,Eng,true,7.00,5.00,lang_C2,90,0,3.00,3.00,false,false,,,,,,0,false,false,EGL04,,
npc,Char_2793,Edward,de Chestfield,1178,,true,Eng,true,4.00,1.00,lang_F1,90,0,7.00,5.66,false,false,,,,,,0,false,false,EEX04,,
npc,Char_2813,Louis,Chinon,1178,,true,Eng,true,8.00,5.00,lang_F3,90,0,3.00,4.00,false,false,,,,,,0,false,false,EKE05,,
npc,Char_2847,Pedro,Cholet,1172,,true,Eng,true,5.00,4.00,lang_C2,90,0,1.00,3.33,false,false,,,,,,0,false,false,EKE04,,
npc,Char_2848,Sean,Cholet,1165,,true,Eng,true,5.00,3.00,lang_C2,90,0,1.00,4.66,false,false,,,,,,0,false,false,EYS04,,
npc,Char_2849,Carlos,de Clamecy,1161,,true,Eng,true,4.00,1.00,lang_C2,90,0,8.00,2.00,false,false,,,,,,0,false,false,EDV02,,
npc,Char_2850,Jack,Clamecy,1160,,true,Eng,true,7.00,5.00,lang_C2,90,0,5.00,2.33,false,false,,,,,,0,false,false,EDV02,,
npc,Char_2851,James,Clamecy,1160,,true,Eng,true,6.00,4.00,lang_C2,90,0,3.00,3.00,false,false,,,,,,0,false,false,ECU06,,
npc,Char_2853,Mortimer,Clamecy,1159,,true,Eng,true,6.00,6.00,lang_C2,90,0,4.00,3.33,false,false,,,,,,0,false,false,EDR02,,
npc,Char_2854,Odo,Clamecy,1172,,true,Eng,true,7.00,2.00,lang_C2,90,0,5.00,4.66,false,false,,,,,,0,false,false,ENH04,,
npc,Char_2855,Groynyn,Clamecy,1171,,true,Eng,true,8.00,1.00,lang_C2,90,0,5.00,7.66,false,false,,,,,,0,false,false,ENU03,,
npc,Char_2856,Tristan,Clamecy,1161,,true,Eng,true,8.00,1.00,lang_C2,90,0,4.00,4.00,false,false,,,,,,0,false,false,EHM03,,
npc,Char_2857,Alain,de Clermont,1166,,true,Eng,true,6.00,2.00,lang_C2,90,0,1.00,3.00,false,false,,,,,,0,false,false,EEX03,,
npc,Char_2874,Bodo,Clerval,1167,,true,Eng,true,4.00,8.00,lang_C2,90,0,2.00,6.33,false,false,,,,,,0,false,false,ELN01,,
npc,Char_2875,Carlos,Clerval,1170,,true,Eng,true,5.00,1.00,lang_C2,90,0,8.00,4.66,false,false,,,,,,0,false,false,EDT05,,
npc,Char_2876,Irad,Clerval,1172,,true,Eng,true,4.00,3.00,lang_C2,90,0,1.00,4.33,false,false,,,,,,0,false,false,ESM02,,
npc,Char_2883,Guillaume,Clun,1161,,true,Eng,true,6.00,3.00,lang_C2,90,0,7.00,1.33,false,false,,,,,,0,false,false,EGL03,,
npc,Char_2884,Guy,Clun,1161,,true,Eng,true,6.00,8.00,lang_C2,90,0,2.00,3.33,false,false,,,,,,0,false,false,ESW02,,
npc,Char_2885,Jack,Clun,1161,,true,Eng,true,5.00,2.00,lang_C2,90,0,4.00,3.33,false,false,,,,,,0,false,false,EPM04,,
npc,Char_2887,Philippe,Clun,1176,,true,Eng,true,5.00,1.00,lang_C2,90,0,7.00,2.00,false,false,,,,,,0,false,false,ESM04,,
npc,Char_2888,The Begger,Clun,1168,,true,Eng,true,6.00,4.00,lang_C2,90,0,6.00,3.00,false,false,,,,,,0,false,false,EYS06,,
npc,Char_2897,Bernard,de Cognac,1164,,true,Eng,true,6.00,3.00,lang_C2,90,0,6.00,3.00,false,false,,,,,,0,false,false,ESM02,,
npc,Char_2898,Bodo,Cognac,1175,,true,Eng,true,6.00,4.00,lang_C2,90,0,7.00,2.00,false,false,,,,,,0,false,false,EDV04,,
npc,Char_2901,Mortimer,Cognac,1167,,true,Eng,true,7.00,1.00,lang_C2,90,0,4.00,1.66,false,false,,,,,,0,false,false,ESU04,,
npc,Char_2902,Pedro,Cognac,1163,,true,Eng,true,5.00,7.00,lang_C2,90,0,8.00,4.66,false,false,,,,,,0,false,false,EDU01,,
npc,Char_2907,Carlos,Colchester,1177,,true,Eng,true,7.00,3.00,lang_F2,90,0,7.00,5.66,false,false,,,,,,0,false,false,ECU05,,
npc,Char_2908,Jack,Colchester,1159,,true,Eng,true,5.00,7.00,lang_C2,90,0,7.00,5.33,false,false,,,,,,0,false,false,ELC04,,
npc,Char_2912,Sean,Colchester,1163,,true,Eng,true,7.00,2.00,lang_C2,90,0,7.00,4.33,false,false,,,,,,0,false,false,ELN01,,
npc,Char_2913,Alain,Mondovi,1159,,true,Eng,true,8.00,3.00,lang_C2,90,0,3.00,3.33,false,false,,,,,,0,false,false,EHM04,,
npc,Char_2914,Bodo,Mondovi,1164,,true,Eng,true,8.00,8.00,lang_C2,90,0,6.00,2.00,false,false,,,,,,0,false,false,EDT03,,
npc,Char_2915,Carlos,Mondovi,1173,,true,Eng,true,8.00,1.00,lang_C2,90,0,7.00,7.00,false,false,,,,,,0,false,false,ESW02,,
npc,Char_2916,Charles,Mondovi,1160,,true,Eng,true,4.00,5.00,lang_C2,90,0,9.00,4.66,false,false,,,,,,0,false,false,ENW09,,
npc,Char_2919,Jack,Mondovi,1175,,true,Eng,true,6.00,3.00,lang_C2,90,0,7.00,3.00,false,false,,,,,,0,false,false,EDU05,,
npc,Char_2922,Felix,Mondovi,1177,,true,Eng,true,5.00,7.00,lang_C2,90,0,5.00,5.66,false,false,,,,,,0,false,false,ECU06,,
npc,Char_2923,Mortimer,Mondovi,1177,,true,Eng,true,7.00,2.00,lang_F2,90,0,8.00,4.33,false,false,,,,,,0,false,false,ECU07,,
npc,Char_2925,Pedro,Cold Hand,1171,,true,Eng,true,8.00,2.00,lang_C2,90,0,2.00,4.00,false,false,,,,,,0,false,false,ENO04,,
npc,Char_2926,Pablo,Mondovi,1160,,true,Eng,true,4.00,4.00,lang_C2,90,0,1.00,4.33,false,false,,,,,,0,false,false,EHM04,,
npc,Char_2928,Sean,Cold Hand,1176,,true,Eng,true,4.00,8.00,lang_C2,90,0,1.00,5.33,false,false,,,,,,0,false,false,ECU01,,
npc,Char_2930,Tristan,Cold Hand,1171,,true,Eng,true,6.00,1.00,lang_C2,90,0,2.00,3.33,false,false,,,,,,0,false,false,EHM06,,
npc,Char_2931,Jack,Comment,1178,,true,Eng,true,5.00,3.00,lang_F3,90,0,3.00,6.66,false,false,,,,,,0,false,false,EMN01,,
npc,Char_2932,James,Comment,1167,,true,Eng,true,4.00,6.00,lang_C2,90,0,4.00,3.33,false,false,,,,,,0,false,false,EBK04,,
npc,Char_2933,Jean,Comment,1163,,true,Eng,true,8.00,8.00,lang_C2,90,0,4.00,6.66,false,false,,,,,,0,false,false,EHM05,,
npc,Char_2939,Carlos,Compton,1178,,true,Eng,true,6.00,1.00,lang_F3,90,0,4.00,5.33,false,false,,,,,,0,false,false,EST02,,
npc,Char_2942,Pedro,Compton,1177,,true,Eng,true,5.00,1.00,lang_C2,90,0,1.00,5.33,false,false,,,,,,0,false,false,EDU02,,
npc,Char_2943,Sean,Compton,1169,,true,Eng,true,7.00,5.00,lang_C2,90,0,3.00,7.00,false,false,,,,,,0,false,false,ESY04,,
npc,Char_2944,Guasbert,Compton,1169,,true,Eng,true,5.00,5.00,lang_C2,90,0,3.00,4.66,false,false,,,,,,0,false,false,EYS01,,
npc,Char_2945,Irad,Concarheau,1159,,true,Eng,true,8.00,1.00,lang_C2,90,0,1.00,3.00,false,false,,,,,,0,false,false,ESY01,,
npc,Char_2946,Francis,Concarheau,1168,,true,Eng,true,6.00,1.00,lang_C2,90,0,1.00,3.00,false,false,,,,,,0,false,false,EKE02,,
npc,Char_2947,Jack,Concarheau,1172,,true,Eng,true,7.00,3.00,lang_C2,90,0,5.00,5.66,false,false,,,,,,0,false,false,EKE04,,
npc,Char_2948,Jean,Concarheau,1163,,true,Eng,true,5.00,8.00,lang_C2,90,0,6.00,3.66,false,false,,,,,,0,false,false,EKE03,,
npc,Char_2949,Karl,Concarheau,1172,,true,Eng,true,8.00,1.00,lang_C2,90,0,6.00,3.66,false,false,,,,,,0,false,false,EKE05,,
npc,Char_2950,Mortimer,Concarheau,1163,,true,Eng,true,6.00,4.00,lang_C2,90,0,6.00,5.00,false,false,,,,,,0,false,false,ENW09,,
npc,Char_2951,Odo,Concarheau,1163,,true,Eng,true,6.00,3.00,lang_C2,90,0,1.00,6.66,false,false,,,,,,0,false,false,EDT02,,
npc,Char_2952,Tristan,Concarheau,1165,,true,Eng,true,6.00,8.00,lang_C2,90,0,7.00,3.33,false,false,,,,,,0,false,false,EYS11,,
npc,Char_2953,Charles,Condom,1170,,true,Eng,true,8.00,2.00,lang_C2,90,0,2.00,6.00,false,false,,,,,,0,false,false,EKE03,,
npc,Char_2954,Edward,Condom,1165,,true,Eng,true,8.00,3.00,lang_C2,90,0,1.00,2.33,false,false,,,,,,0,false,false,EAR02,,
npc,Char_2955,Jean,Condom,1170,,true,Eng,true,7.00,2.00,lang_C2,90,0,6.00,5.00,false,false,,,,,,0,false,false,ELA01,,
npc,Char_2956,John,Condom,1159,,true,Eng,true,5.00,5.00,lang_C2,90,0,1.00,4.66,false,false,,,,,,0,false,false,EST03,,
npc,Char_2957,Karl,Condom,1169,,true,Eng,true,8.00,7.00,lang_C2,90,0,2.00,3.66,false,false,,,,,,0,false,false,EKE03,,
npc,Char_2959,Guasbert,Condom,1166,,true,Eng,true,7.00,1.00,lang_C2,90,0,3.00,5.00,false,false,,,,,,0,false,false,ENW05,,
npc,Char_2961,Carlos,Confolens,1177,,true,Eng,true,7.00,3.00,lang_F1,90,0,1.00,5.33,false,false,,,,,,0,false,false,ESX04,,
npc,Char_2964,Louis,Confolens,1175,,true,Eng,true,7.00,6.00,lang_C2,90,0,5.00,4.00,false,false,,,,,,0,false,false,EYS01,,
